hash,name,cty,age,rank_1,rank_2,rank_3,rank_4,score_1,score_2,score_3,score_4,trans_1,trans_2,trans_3,trans_4,zscore_1,zscore_2,zscore_3,zscore_4,small_num_adjust,compscore,avg-z_mul-sna_plus-cs
cdf36dc3f71ea2efa7b1a763685bbd58,BENJAMIN TAYLOR,US,54,564.0,918.0,357.0,49.0,142 reps,194 reps,123 reps,33 reps,142.0,-1824.742268041237,-1127.3121951219514,33.0,0.10703413810468092,-0.4880195592179037,0.1210275762076952,1.9937566567776008,1.0,0.9200242809379748,1.3534739839059933
abe9def3d888f83d84904b193283ecc8,VANHOOFF THIERRY,BE,54,564.0,463.0,107.0,758.0,142 reps,221 reps,132 reps,20 reps,142.0,-1601.809954751131,-1050.45,20.0,0.10703413810468092,0.39812914165748425,0.13110652269439338,-0.15711157570612852,1.0,0.9200242809379748,1.0398138376255823
f0732610f4a527e6f18bdd4be7aec108,DARREN SAVICKAS,AU,54,67.0,174.0,960.0,694.0,171 reps,251 reps,94 reps,20 reps,171.0,-1410.3585657370518,-1475.1,20.0,1.658398504701174,1.1591421915460416,0.07542213040263547,-0.15711157570612852,1.0,0.9200242809379748,1.6039870936739056
954eb6dd39832f594b3c4d70ed65118a,JASON BROVALD,CA,51,211.0,344.0,724.0,623.0,158 reps,231 reps,107 reps,20 reps,158.0,-1532.4675324675325,-1295.8822429906543,20.0,0.9629593058820565,0.6737630168696452,0.09892297082876841,-0.15711157570612852,1.0,0.9200242809379748,1.3146577104065602
0f0d60a22e1f9b63d2081a23585441b2,MARC-: BAMBERG,DE,50,511.0,498.0,633.0,260.0,144 reps,219 reps,112 reps,25 reps,144.0,-1616.4383561643835,-1238.0303571428572,25.0,0.21402478407685285,0.3399817214072467,0.10650909376852287,0.6701454367876135,1.0,0.9200242809379748,1.2526895399480338
cce9c7f1036c7843adf085a1cecebfff,ANGELO TUFO,IT,51,539.0,737.0,260.0,367.0,143 reps,203 reps,128 reps,23 reps,143.0,-1743.8423645320195,-1083.2765625,23.0,0.16052946109076688,-0.1664450717081158,0.12680197263236606,0.3392426317901167,1.0,0.9200242809379748,1.0350565293892582
4917cd11c9329c7113ae6220a2f45f6f,JEFF MARTIN,US,53,17.0,790.0,835.0,262.0,182 reps,200 reps,103 reps,25 reps,182.0,-1770.0,-1346.2077669902912,25.0,2.24684705754812,-0.27042082266961476,0.09232378038797232,0.6701454367876135,1.0,0.9200242809379748,1.6047481439514977
f98638a80771eb20331cced42eae229c,JASON DASH,AU,54,53.0,68.0,1091.0,694.0,173 reps,262 reps,90 reps,20 reps,173.0,-1351.1450381679388,-1540.6599999999999,20.0,1.7653891506733461,1.3945140394186994,0.06682524176811847,-0.15711157570612852,1.0,0.9200242809379748,1.6874284949764837
a00123208881d158fa9b6e4627d1e8d4,MARK BIRCHMORE,GB,53,67.0,560.0,1102.0,177.0,171 reps,214 reps,90 reps,29 reps,171.0,-1654.2056074766356,-1540.6599999999999,29.0,1.658398504701174,0.18985812473315358,0.06682524176811847,1.3319510467826072,1.0,0.9200242809379748,1.7317825104342381
d9839d0b540e6cbf70b6af5113519d43,HELIO JUGURTA CABRAL JUNIOR,BR,50,324.0,718.0,638.0,228.0,152 reps,204 reps,111 reps,27 reps,152.0,-1735.2941176470588,-1249.1837837837838,27.0,0.6419873679655407,-0.13246606812592765,0.10504654394049813,1.0010482417851103,1.0,0.9200242809379748,1.3239283023292803
